tile_id,row,col,xmin,ymin,xmax,ymax,valid_frac,features_path,label_path,background_px,rock_px,shallow_rock_px,sand_px
polygon1_r000_c005,0,5,687690.0,3637742.0,687818.0,3637870.0,0.5212,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r000_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r000_c005.tif,7826,0,6707,1851
polygon1_r000_c006,0,6,687754.0,3637742.0,687882.0,3637870.0,0.7384,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r000_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r000_c006.tif,4305,0,11743,336
polygon1_r001_c005,1,5,687690.0,3637678.0,687818.0,3637806.0,0.8259,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r001_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r001_c005.tif,2839,0,10350,3195
polygon1_r001_c006,1,6,687754.0,3637678.0,687882.0,3637806.0,0.9995,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r001_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r001_c006.tif,10,0,16038,336
polygon1_r001_c007,1,7,687818.0,3637678.0,687946.0,3637806.0,0.9061,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r001_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r001_c007.tif,3699,0,12685,0
polygon1_r001_c008,1,8,687882.0,3637678.0,688010.0,3637806.0,0.6519,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r001_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r001_c008.tif,9204,0,7180,0
polygon1_r002_c004,2,4,687626.0,3637614.0,687754.0,3637742.0,0.6271,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c004.tif,6090,0,8187,2107
polygon1_r002_c005,2,5,687690.0,3637614.0,687818.0,3637742.0,0.9777,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c005.tif,365,0,14675,1344
polygon1_r002_c006,2,6,687754.0,3637614.0,687882.0,3637742.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c006.tif,711,0,15673,0
polygon1_r002_c007,2,7,687818.0,3637614.0,687946.0,3637742.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c007.tif,1993,0,14391,0
polygon1_r002_c008,2,8,687882.0,3637614.0,688010.0,3637742.0,0.9775,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c008.tif,2701,0,13683,0
polygon1_r002_c009,2,9,687946.0,3637614.0,688074.0,3637742.0,0.8117,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c009.tif,7076,0,9308,0
polygon1_r002_c010,2,10,688010.0,3637614.0,688138.0,3637742.0,0.5073,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r002_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r002_c010.tif,13034,0,3350,0
polygon1_r003_c004,3,4,687626.0,3637550.0,687754.0,3637678.0,0.8788,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c004.tif,1986,0,13113,1285
polygon1_r003_c005,3,5,687690.0,3637550.0,687818.0,3637678.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c005.tif,0,0,16384,0
polygon1_r003_c006,3,6,687754.0,3637550.0,687882.0,3637678.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c006.tif,1903,0,14481,0
polygon1_r003_c007,3,7,687818.0,3637550.0,687946.0,3637678.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c007.tif,2401,0,13983,0
polygon1_r003_c008,3,8,687882.0,3637550.0,688010.0,3637678.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c008.tif,498,0,15886,0
polygon1_r003_c009,3,9,687946.0,3637550.0,688074.0,3637678.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c009.tif,1875,0,14509,0
polygon1_r003_c010,3,10,688010.0,3637550.0,688138.0,3637678.0,0.923,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c010.tif,5156,0,11228,0
polygon1_r003_c011,3,11,688074.0,3637550.0,688202.0,3637678.0,0.6849,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r003_c011.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r003_c011.tif,7711,0,8155,518
polygon1_r004_c003,4,3,687562.0,3637486.0,687690.0,3637614.0,0.7012,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c003.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c003.tif,4993,0,9734,1657
polygon1_r004_c004,4,4,687626.0,3637486.0,687754.0,3637614.0,0.9935,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c004.tif,121,0,15551,712
polygon1_r004_c005,4,5,687690.0,3637486.0,687818.0,3637614.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c005.tif,185,0,16199,0
polygon1_r004_c006,4,6,687754.0,3637486.0,687882.0,3637614.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c006.tif,2950,0,13434,0
polygon1_r004_c007,4,7,687818.0,3637486.0,687946.0,3637614.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c007.tif,2962,0,13422,0
polygon1_r004_c008,4,8,687882.0,3637486.0,688010.0,3637614.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c008.tif,197,0,16187,0
polygon1_r004_c009,4,9,687946.0,3637486.0,688074.0,3637614.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c009.tif,0,0,16384,0
polygon1_r004_c010,4,10,688010.0,3637486.0,688138.0,3637614.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c010.tif,0,0,16384,0
polygon1_r004_c011,4,11,688074.0,3637486.0,688202.0,3637614.0,0.9854,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c011.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c011.tif,377,0,14320,1687
polygon1_r004_c012,4,12,688138.0,3637486.0,688266.0,3637614.0,0.8361,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c012.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c012.tif,2973,306,6128,6977
polygon1_r004_c013,4,13,688202.0,3637486.0,688330.0,3637614.0,0.5403,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r004_c013.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r004_c013.tif,7915,2881,0,5588
polygon1_r005_c003,5,3,687562.0,3637422.0,687690.0,3637550.0,0.9223,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c003.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c003.tif,1337,0,13552,1495
polygon1_r005_c004,5,4,687626.0,3637422.0,687754.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c004.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c004.tif,0,0,16384,0
polygon1_r005_c005,5,5,687690.0,3637422.0,687818.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c005.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c005.tif,406,0,15978,0
polygon1_r005_c006,5,6,687754.0,3637422.0,687882.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c006.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c006.tif,2471,0,13913,0
polygon1_r005_c007,5,7,687818.0,3637422.0,687946.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c007.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c007.tif,2065,0,14319,0
polygon1_r005_c008,5,8,687882.0,3637422.0,688010.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c008.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c008.tif,0,0,16384,0
polygon1_r005_c009,5,9,687946.0,3637422.0,688074.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c009.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c009.tif,2,0,16155,227
polygon1_r005_c010,5,10,688010.0,3637422.0,688138.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c010.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c010.tif,5,155,13754,2470
polygon1_r005_c011,5,11,688074.0,3637422.0,688202.0,3637550.0,1.0,outputs/polygon1/t128m_o50pct_r1m/tiles/features/polygon1_r005_c011.tif,outputs/polygon1/t128m_o50pct_r1m/tiles/labels/polygon1_r005_c011.tif,16,702,8749,6917
